dish,dish-href,more,more-href,description
"Mixed Vegetable Curry (Yellow)","http://www.sailusfood.com/2005/12/04/mixed-vegetable-curry-yellow-gravy/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/",""
"Thotakura Vepudu ~ Amaranth leaves stir fry (3)","http://www.sailusfood.com/2010/01/20/thotakura-vepudu-amaranth-leaves-stir-fry-3/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Quick Butter Capsicum Rice","http://www.sailusfood.com/2011/05/02/quick-butter-capsicum-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","Yesterday we had chicken roast with a quick butter capsicum rice for our mid day meal. The butter flavored rice had lot of crunch due to capsicum and cashew nuts and it hardly needed any other ingredient to enhance its taste. A quick one pot meal that is a total keeper!"
"Crumbled Paneer – Green Peas Subzi","http://www.sailusfood.com/2007/09/03/crumbled-paneer-green-peas-subzi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/",""
"An Unfortunate And Tragic Day – 7/11","http://www.sailusfood.com/2006/07/13/an-unfortunate-and-tragic-day-711/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/38/","My prayers for the speedy recovery of the injured and my heartfelt condolences to the victims of the blasts and their families."
"Senaga Pappu Menthu Kura – Fenugreek Leaves Stir Fried in  Lentils","http://www.sailusfood.com/2005/12/15/senaga-pappu-menthu-kura-fenugreek-leaves-stir-fried-in-lentils/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/",""
"Indo Chinese Food ~ Chicken Manchurian","http://www.sailusfood.com/2010/01/10/indo-chinese-food-chicken-manchurian/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/","1 Heat oil in a heavy bottomed vessel, make small balls of the marinated chicken and carefully drop into the hot oil. Cook on low medium flame and towards the end of the cooking process increase flame to high and deep fry to a golden brown shade. Drain with a slotted spoon and place on absorbent paper. Keep aside.

2 Heat a heavy bottomed vessel, add oil, add the chopped garlic and saute on high flame for about 30 secs. Add the chopped ginger and green chillis and saute for a few more secs. Add the spring onion whites and saute for 3 mts on high flame.

3 Reduce to medium heat and add the brown sugar, soya sauce, tomato ketchup, chilli sauce and vinegar. Combine well and cook for 2 mts. Add 1/4 cup chicken stock or water and cook for a mt. Add the deep fried chicken balls and cook for 4 mts. Adjust salt, if necessary.

 4 Add the cornflour water and cook, tossing the contents, for 4-5 mts. You will find that it becomes thick due to cornflour.

5 Add the chopped spring onion greens and combine. Garnish with more spring onion greens. Serve hot as a starter/appetizer."
"Bangaladumpa Pulusu – Potatoes in tamarind sauce","http://www.sailusfood.com/2007/03/01/bangaladumpa-pulusu-potatoes-in-tamarind-sauce/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","Speak of some specialities of Andhra cuisine and immediately one conjures up images of ‘pulusu’. Pulusu is basically a tamarind based sauce in which vegetables, meat and seafood are cooked and you will come across quite a few delicacies with that tangy and sweet-sour flavor being served in most authentic Andhra restaurants."
"Homemade Bourbon Biscuits","http://www.sailusfood.com/2010/06/11/homemade-bourbon-biscuits/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","Main Ingredients:
	 cocoa  butter  sugar"
"Punukkulu & Peanut-Coriander Chutney","http://www.sailusfood.com/2009/01/31/punukkulu-peanut-coriander-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","This morning, it was Punukulu with peanut coriander chutney. But, I did not use any left over batter to prepare punukulu. I prepared Punukulu batter from scratch."
"Carrot Kothimira Pachadi","http://www.sailusfood.com/2007/03/28/carrot-kothimira-pachadi/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/37/","All South Indian regional cuisines are famous for their innumerable pachadis, exploding with myriad flavors – sweet, sour, tangy and spicy and a combination of these flavors which each home having some of their own signature styles in terms of preparation and use of spices."
"Exploring Udupi Mangalorean Street Foods – by Sia of Monsoon Spice","http://www.sailusfood.com/2009/01/20/exploring-udipi-mangalorean-street-foods-by-sia-of-monsoon-spice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","Method:

Take chopped red onion, tomato, green chill, coriander leaves and grated mango in a large bowl and mix well.

Add coconut oil, lime juice, red chilli powder and salt to taste and mix well.

Now add crisp puffed rice and roasted peanuts and mix well so that each grain of puffed rice is coated with spiced vegetable mixture. Serve it immediately."
"Kobbari-Mamidikaya Pachadi – Coconut-Raw Mango Chutney","http://www.sailusfood.com/2006/05/12/kobbari-mamidikaya-pachadi-coconut-raw-mango-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/39/","This humble pachadi with a tangy-sweet flavor due to the mango and coconut and subtle spice taste of the green chillis, is prepared by grinding raw mango pieces with grated fresh coconut and green chillis and infused with a seasoning of mustard seeds, fresh curry leaves and asafoetida."
"Happy Diwali","http://www.sailusfood.com/2012/11/13/happy-diwali-greetings/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Happy Diwali Greetings"
"Ragi Roti – Millet Flour Based Flat Indian Bread","http://www.sailusfood.com/2006/01/26/ragi-roti-millet-flour-based-flat-indian-bread/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/","Similar to chapatis or parantas which are wheat flour based,we can prepare ragi rotis from ragi flour.Ragi roti is a traditional Karnataka breakfast dish prepared from ragi flour,fresh grated coconut,onions and green chillis.I usually prepare these ragi rotis with different vegetable stuffings using carrots,peas,cauliflower,drumstick leaves(mulaga akkulu)and methi leaves for added flavour and nutrition.



A highly nutritious and healthy food,Ragi Roti,making its entry for this month’s Wholesome Grain Breakfast Food theme of Alysha’s Virtual Recipe Club."
"Oats Masala","http://www.sailusfood.com/2012/11/07/oats-masala-indian-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/13/","Oats Masala basically is nothing but inclusion of oats in Masala Upma recipe. I reduced the amount of semolina and included dry roasted instant oats, mixed vegetables and a generous amount of ghee. Oats and garam masala go well with each other and when they come together in the form of an upma it exudes warmth and spice. Be sure to serve Oats Masala warm and garnished with fresh coriander. I like to eat this oats recipe with home made tomato pickle."
"Vaangi Bhath – Brinjal Rice","http://www.sailusfood.com/2008/09/23/vaangi-bhath-brinjal-rice-spiced-eggplant-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","The recipe I have followed is from Karnataka where cooked rice is accented with brinjals, curry leaves, roasted peanuts and a lot of spices. It’s finished with an all-important garnish of roasted peanuts and a dash of lemon juice (this particular recipe has lemon juice as an ingredient). Combined with cooked rice, the fresh taste of roasted brinjals in aromatic spices can be savored as a one pot meal without any sides to accompany it. Equally delicious when eaten with plain yogurt and papad."
"Ulli Garelu – Lentil Dumplings","http://www.sailusfood.com/2006/02/25/ulli-garelu-medu-vadai-lentil-dumplings/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/40/","Take a heavy bottomed vessel and add enough oil for deep frying. The oil should be hot.

Wet your hands with water and take a lemon sized ball and flatten it into a vada on a greased sheet or banana leaf.

Make a hole in the centre of the vada or gare so that it cooks evenly all over."
"Kobbari Burfi ~ Coconut Sweet","http://www.sailusfood.com/2009/12/23/kobbari-burfi-coconut-sweet/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/25/",""
"Brown Rice Pulao","http://www.sailusfood.com/2009/02/07/brown-rice-pulao/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/30/","Of late, we are incorporating healthy grains like brown rice into our diet on a regular basis. Last Sunday, I made brown rice vegetable pulao and kheema curry. Very unassuming, earthy and wholesome. Though the rice is chewy, its worth the effort keeping in mind the nutrition involved. Those of you who are trying to develop a taste for brown rice, do try this flavorful recipe. Coconut milk would add more flavor to this recipe. The next time I try a one pot meal with brown rice, I intend adding coconut milk."
"Chicken Curry (with Coconut Milk)","http://www.sailusfood.com/2011/12/05/chicken-curry-with-coconut-milk/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/","Tips
				
									  You can add 4-5 tbsps coconut paste instead of coconut milk. Add the coconut paste at the time of adding the poppy seeds paste."
"Thotakura Pappu – Amaranth Leaves-Tur Dal","http://www.sailusfood.com/2007/04/12/thotakura-pappu-amaranth-leaves-tur-dal/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/",""
"Akakarakaya Vepudu ~ Teasel Gourd Stir fry","http://www.sailusfood.com/2009/10/07/akakarakaya-vepudu-teasel-gourd-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Through out last week weather played spoil sport. Very wet days. And such days call for a favorite vegetable of mine, Aakakarakaya aka Teasel gourd. Called Kantola in Hindi, am not sure what its called in other regional Indian languages."
"Masala Dosa – South Indian Breakfast/Tiffin","http://www.sailusfood.com/2005/11/19/masala-dosa-sourdough-crepe-wrapped-round-potato-curry-south-indian-tiffinsnack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/44/","Similarly fold the other side also such that it covers the potato curry."
"Beerakaya Thokku Pachadi ~ Rigde gourd skin Chutney","http://www.sailusfood.com/2009/11/05/beerakaya-thokku-pachadi-rigde-gourd-turai-skin-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/26/","The texture is slightly coarse and the flavor is something beyond your imagination. Healthy high fibre food at its best. Those first timers tasting this pachadi are sure to be won over and will regret throwing away the peels every time they cooked a ridge gourd dish. Their reaction would be “Wow! A turai peel can yield so much flavor?!”  Seriously! Dollop of ghee, rice and beerakaya thokku (peel/skin) pachadi and you are on the road to heaven."
"Crispy Corn Snack","http://www.sailusfood.com/2006/01/16/crispy-corn-snack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/41/",""
"Dondakaaya Vepudu – Tindora Stir Fry (2)","http://www.sailusfood.com/2008/02/11/dondakaaya-vepudu-tindora-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","Main Ingredients:
	 tindora
	    	
	

				
		
		
		 Ingredients
		
						  1/4 kg dondakaayalu/tindora/ivy gourd, trim ends, make + slit till three fourth of dondakaya

									For stuffing:

								  2 onions, very finely chopped

								  1 tsp ginger garlic paste

								  1 tsp chilli pwd (adjust)

								  3/4 tsp coriander pwd

								  big pinch cumin pwd

								  1/4 tsp saunf pwd (fennel seeds)

								  1 1/4 tbsp peanuts, coarsely powdered

								  1 tbsp chopped coriander leaves

								  salt to taste

									For seasoning/poppu/tadka:

								  1 tsp mustard seeds

								  1"" cinnamon stick

								  1 tbsp split black gram dal (urad dal/minapappu)

								  few fresh curry leaves

								  1 tbsp oil"
